publication,title,doi,n,nDyads,nFem,nMale,ageMean,ageSD,area,task,contrast,waveLen,samplRate,Hb,FqBand,coordinate source,probe,array,channelPaper,sync,x,y,z,reconstrQuality,selected
Zhang M 2020 + 2021a,Interbrain Synchrony of Team Collaborative Decision-Making: An fNIRS Hyperscanning Study,10.3389/fnhum.2021.702959,,,,,,,decision making,prisoner's dilemma with high/low incentive reward,"ISC during collaborative decision making, high > low reward","780, 805, 830",42,HbO,0.02 - 0.05,Digitizer,frontRL,2x3,9,0,-18,47,39,NA,0
Zhang M 2020 + 2021a,Interbrain Synchrony of Team Collaborative Decision-Making: An fNIRS Hyperscanning Study,10.3389/fnhum.2021.702959,,,,,,,decision making,prisoner's dilemma with high/low incentive reward,"ISC during collaborative decision making, high > low reward","780, 805, 830",42,HbO,0.02 - 0.05,Digitizer,frontRL,2x3,10,0,15,56,28,NA,0
Zhang M 2020 + 2021a,Interbrain Synchrony of Team Collaborative Decision-Making: An fNIRS Hyperscanning Study,10.3389/fnhum.2021.702959,,,,,,,decision making,prisoner's dilemma with high/low incentive reward,"ISC during collaborative decision making, high > low reward","780, 805, 830",42,HbO,0.02 - 0.05,Digitizer,frontRL,2x3,11,0,-11,57,27,NA,0
Zhang M 2020 + 2021a,Interbrain Synchrony of Team Collaborative Decision-Making: An fNIRS Hyperscanning Study,10.3389/fnhum.2021.702959,,,,,,,decision making,prisoner's dilemma with high/low incentive reward,"ISC during collaborative decision making, high > low reward","780, 805, 830",42,HbO,0.02 - 0.05,Digitizer,frontL,2x2,12,0,-48,14,19,NA,0
Zhang M 2020 + 2021a,Interbrain Synchrony of Team Collaborative Decision-Making: An fNIRS Hyperscanning Study,10.3389/fnhum.2021.702959,,,,,,,decision making,prisoner's dilemma with high/low incentive reward,"ISC during collaborative decision making, high > low reward","780, 805, 830",42,HbO,0.02 - 0.05,Digitizer,frontL,2x2,13,0,-42,24,30,NA,0
Zhang M 2020 + 2021a,Interbrain Synchrony of Team Collaborative Decision-Making: An fNIRS Hyperscanning Study,10.3389/fnhum.2021.702959,,,,,,,decision making,prisoner's dilemma with high/low incentive reward,"ISC during collaborative decision making, high > low reward","780, 805, 830",42,HbO,0.02 - 0.05,Digitizer,frontL,2x2,14,0,-49,33,13,NA,0
Zhang M 2020 + 2021a,Interbrain Synchrony of Team Collaborative Decision-Making: An fNIRS Hyperscanning Study,10.3389/fnhum.2021.702959,,,,,,,decision making,prisoner's dilemma with high/low incentive reward,"ISC during collaborative decision making, high > low reward","780, 805, 830",42,HbO,0.02 - 0.05,Digitizer,frontL,2x2,15,0,-35,40,25,NA,0
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontR,2x2,1,1,50,12,21,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontR,2x2,2,0,46,34,14,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontR,2x2,3,0,35,40,25,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontR,2x2,4,0,42,24,30,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontRL,2x3,5,0,12,42,47,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontRL,2x3,6,0,-10,43,49,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontRL,2x3,7,0,19,47,40,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontRL,2x3,8,0,-2,56,39,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontRL,2x3,9,0,-18,47,39,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontRL,2x3,10,0,15,56,28,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontRL,2x3,11,0,-11,57,27,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontL,2x2,12,0,-48,14,19,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontL,2x2,13,0,-42,24,30,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontL,2x2,14,0,-49,33,13,NA,1
Zhang M 2021b,Group decision-making behavior in social dilemmas: Inter-brain synchrony and the predictive role of personality traits,10.1016/j.paid.2020.110315,54,27,26,28,20.7,3.1,decision making,"prisoner's dilemma, dyads act as group & play against experimenter",ISC during group > individual decision making,NA,NA,HbO,0.01 - 0.2,Digitizer,frontL,2x2,15,0,-35,40,25,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,1,0,-35.9,62.6,-7.3,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,2,0,-12.9,71.5,-3.2,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,3,1,15,71.1,-3.3,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,4,1,38.2,63,-7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,5,0,-45.4,52.6,1.1,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,6,0,-24.4,67.9,8.5,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,7,1,2.1,68,9.1,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,8,0,26.9,68,8.5,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,9,0,46.7,53.2,1.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,10,0,-35.3,58,18.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,11,0,-12.7,66.8,21.6,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,12,0,14.5,68,22.8,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,13,0,37.7,58.5,18.5,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,14,1,-45,41.7,27.4,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,15,0,-23.4,56.2,32.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,16,0,1.5,59.2,34.1,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,17,0,25.8,57,32.9,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,18,0,47.1,41.6,27.8,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,19,0,-34.5,40.3,41.8,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,20,0,-11.2,50.4,45.4,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,21,0,13.1,50.4,45.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,22,0,36.2,39.8,42.1,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,1,0,73,-28.3,9.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,2,0,68,-54.3,5.3,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,3,0,49.3,-83.7,-8.3,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,4,0,70,-13.3,27.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,5,0,69.7,-43,22.3,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,6,0,57,-72.7,14.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,7,0,37.3,-96,1.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,8,0,69,-28,39,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,9,0,63,-56.3,34.3,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,10,0,47.7,-82.3,23.3,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,11,0,63,-15,47,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,12,0,63,-41.3,49.3,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,13,0,52,-71.7,38.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,14,0,31.7,-92.7,25.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,15,0,56.7,-24.7,57.3,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,16,0,50.7,-55.3,56.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,17,0,33.7,-81.7,45.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,18,0,46,-10,64,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,19,0,44.7,-36.7,67,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,20,0,30.7,-63.7,66.7,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,21,0,15.3,-82.7,52.3,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,22,0,31.7,-18.3,74,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,23,0,24.7,-48.7,75,NA,1
Zhang R 2021 1,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,38,19,38,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation with stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,24,0,10.3,-71.7,66,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,1,0,-35.9,62.6,-7.3,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,2,0,-12.9,71.5,-3.2,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,3,1,15,71.1,-3.3,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,4,0,38.2,63,-7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,5,0,-45.4,52.6,1.1,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,6,0,-24.4,67.9,8.5,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,7,0,2.1,68,9.1,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,8,0,26.9,68,8.5,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,9,0,46.7,53.2,1.7,NA,1
